% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=10, Fri Dec  7 18:08:51 2018
1 7 -0.03701572559812565 -0.002559189238528248 0.0005391196432515006 0.049901864736898234 1 1 1 1 1 1 1 1 1 1 1
2 14 -0.0517019159694377 -9.657292189699427e-06 0.0001797069697714904 0.08300396196839527 1 1 1 1 1 1 1 1 1 1 1
3 21 -0.0657758986735017 -0.0017555418941020147 2.0562195442731888e-05 0.10761351222259716 1 1 1 1 1 1 1 1 1 1 1
4 28 -0.07931537387634709 -0.0008606971732858042 0.0004508681962838634 0.13891071627185358 1 1 1 1 1 1 1 1 1 1 1
5 35 -0.10951724378216775 -0.0014064308813381342 0.0024760228074701975 0.15987354780750185 1 1 1 1 1 1 1 1 1 1 1
6 42 -0.13709819026559764 -0.0037158887243914076 0.00048544677911630565 0.15762122063113632 1 1 1 1 1 1 1 1 1 1 1
7 49 -0.15391853829584665 -0.0003897752647054792 0.0007686760896895814 0.16207606389719187 1 1 1 1 1 1 1 1 1 1 1
8 56 -0.1984872144872063 -0.0012902587606736164 0.0006818333344671105 0.16524546103141868 1 1 1 1 1 1 1 1 1 1 1
9 63 -0.21727966072625537 -0.0016940091356499995 0.001420361824426847 0.164595349144842 1 1 1 1 1 1 1 1 1 1 1
10 70 -0.2357967385959097 -0.0007815688987064513 0.002733882647578846 0.1863254016544615 1 1 1 1 1 1 1 1 1 1 1
11 77 -0.2376258044821658 -0.0005239059401362699 0.00012678043786211332 0.18906699643230654 1 1 1 1 1 1 1 1 1 1 1
12 84 -0.23723480996057772 -0.0058590047346258976 0.0018755074578719864 0.19566797424683768 1 1 1 1 1 1 1 1 1 1 1
13 91 -0.2280563262855388 -0.0017124549397832907 0.0002664453703582786 0.2016076016658848 1 1 1 1 1 1 1 1 1 1 1
14 98 -0.21675720183170807 -0.007991866231579433 0.0009585704201963401 0.20803984908446457 1 1 1 1 1 1 1 1 1 1 1
15 105 -0.2252409781004065 -0.0021736870519525474 0.00014057532757400616 0.20247428965832104 1 1 1 1 1 1 1 1 1 1 1
16 112 -0.17879748209238153 -2.994029003857475e-06 0.0012998822552402155 0.22716548259461147 1 1 1 1 1 1 1 1 1 1 1
17 119 -0.1996979481176763 -0.0007078774006060569 0.0031152563517241757 0.24530770473793675 1 1 1 1 1 1 1 1 1 1 1
18 126 -0.22198013649711273 -0.0066534600583053475 0.005499347659166464 0.24733433332408336 1 1 1 1 1 1 1 1 1 1 1
19 133 -0.26150580732602124 -0.0003377527776494409 0.0012741168986036755 0.24419625445034757 1 1 1 1 1 1 1 1 1 1 1
20 140 -0.24655253692660886 -0.00581564248937089 0.007822864771127194 0.2578532532290077 1 1 1 1 1 1 1 1 1 1 1
21 147 -0.26540125406054765 -0.005324805294536853 0.007294174338059721 0.2515791017029361 1 1 1 1 1 1 1 1 1 1 1
22 154 -0.25867087781242337 -0.0012098070397210477 0.0015687581898777357 0.2767026759699931 1 1 1 1 1 1 1 1 1 1 1
23 161 -0.2714962184729934 -0.0008295968778592894 0.00029443922457201037 0.2817541644414474 1 1 1 1 1 1 1 1 1 1 1
24 168 -0.26889051883810977 -0.0040704304066913975 0.004310041886762203 0.27638638114230457 1 1 1 1 1 1 1 1 1 1 1
25 175 -0.2707394809977447 -0.001886956682055416 0.00038491462076701053 0.29217777016266117 1 1 1 1 1 1 1 1 1 1 1
26 182 -0.2595942526488314 -0.0038192485216220055 0.0047387787537074635 0.30010243066515624 1 1 1 1 1 1 1 1 1 1 1
27 189 -0.28106523110480597 -0.00016924945726943887 0.005338451353633627 0.30011839944489266 1 1 1 1 1 1 1 1 1 1 1
28 196 -0.3226171194828461 -0.007125124969592604 0.008392088727055852 0.32635864402107445 1 1 1 1 1 1 1 1 1 1 1
29 203 -0.3548196469261185 -0.022666018876620356 0.00048547688770645304 0.3525389305511966 1 1 1 1 1 1 1 1 1 1 1
30 210 -0.33638721661100196 -0.006254993801714161 0.002446789602195853 0.39559001577184777 1 1 1 1 1 1 1 1 1 1 1
31 217 -0.34779351703875144 -0.001868727977047614 0.012607312101595873 0.41293716242989 1 1 1 1 1 1 1 1 1 1 1
32 224 -0.3707785941175712 -0.004270988031347736 0.005551788820934264 0.417114853869702 1 1 1 1 1 1 1 1 1 1 1
33 231 -0.36046488381609826 -0.018848819424857097 0.0002263185406627558 0.42252964857031483 1 1 1 1 1 1 1 1 1 1 1
34 238 -0.37187916572625546 -0.001801323264158649 0.0024213799078712777 0.4137558456681406 1 1 1 1 1 1 1 1 1 1 1
35 245 -0.3821667330029745 -0.013552659406594118 0.008693338760974036 0.4231632625348569 1 1 1 1 1 1 1 1 1 1 1
36 252 -0.3906368001267274 -0.012041833612789274 0.004859211254454285 0.42953568083007687 1 1 1 1 1 1 1 1 1 1 1
37 259 -0.3967496268902351 -0.0035143059337509534 0.00010217734976158648 0.43494414113856184 1 1 1 1 1 1 1 1 1 1 1
38 266 -0.397186289928879 -0.010855976192264683 0.0001710596299686752 0.44454111338067825 1 1 1 1 1 1 1 1 1 1 1
39 273 -0.37861092527864293 -0.0016024371644255079 0.015585315439738588 0.44226976068161805 1 1 1 1 1 1 1 1 1 1 1
40 280 -0.38580408340241357 -0.002803017869597416 0.012878289836097982 0.4269228890051569 1 1 1 1 1 1 1 1 1 1 1
41 287 -0.4041409404133642 -0.01666541387033992 0.0009168015267294981 0.39138298009409883 1 1 1 1 1 1 1 1 1 1 1
42 294 -0.4312250039243093 -0.0026141226316011346 0.00477257181875703 0.39455051714329936 1 1 1 1 1 1 1 1 1 1 1
43 301 -0.45289400950230335 -0.0069761915416439455 0.009674362759564258 0.39925689018236943 1 1 1 1 1 1 1 1 1 1 1
44 308 -0.45730138009109433 -0.007448312343129608 0.0033909364800041135 0.4044862627530124 1 1 1 1 1 1 1 1 1 1 1
45 315 -0.47037084954501973 -0.001079324750642013 0.0006796497579996284 0.4172631871619898 1 1 1 1 1 1 1 1 1 1 1
46 322 -0.4990274583254987 -0.0010494254246916066 0.0056194483964601425 0.4127745659047982 1 1 1 1 1 1 1 1 1 1 1
47 329 -0.5007595924501163 -0.008132709149682739 0.0007870461048961415 0.42383369247940295 1 1 1 1 1 1 1 1 1 1 1
48 336 -0.49723099720522196 -0.00045269894711458914 0.006076690625491619 0.41922562117775203 1 1 1 1 1 1 1 1 1 1 1
49 343 -0.49184816361208733 -0.011161242688855766 0.0010337129686177734 0.4229168359151945 1 1 1 1 1 1 1 1 1 1 1
50 350 -0.4981853384069944 -0.0036848976512304414 0.0005696930115790689 0.4449734050640036 1 1 1 1 1 1 1 1 1 1 1
51 357 -0.5027291363468356 -0.0023960543399543 0.004799966654173809 0.45015661687774766 1 1 1 1 1 1 1 1 1 1 1
52 364 -0.4982465584382371 -0.0184374716766372 0.000987170477626911 0.46925337631827885 1 1 1 1 1 1 1 1 1 1 1
53 371 -0.5004156944623532 -0.0017809505400615232 0.0024431460066678015 0.4741732917092644 1 1 1 1 1 1 1 1 1 1 1
54 378 -0.5017765057571126 -0.0013404055414729236 0.003414098739638649 0.4781624058376218 1 1 1 1 1 1 1 1 1 1 1
55 385 -0.49453969581331675 -0.0008424365094249788 0.0037722326770862234 0.48856490376261386 1 1 1 1 1 1 1 1 1 1 1
56 392 -0.49529457091133705 -0.0006516510121325115 0.0017978445196330396 0.48149717579252743 1 1 1 1 1 1 1 1 1 1 1
57 399 -0.49113988738368575 -0.0007361282750938655 0.002242834567720893 0.47403305632247794 1 1 1 1 1 1 1 1 1 1 1
58 406 -0.4774179905832846 -0.010187613844764897 0.0019291072748977966 0.4729150196897982 1 1 1 1 1 1 1 1 1 1 1
59 413 -0.4842646477752029 -0.009318606541111735 0.0038289601536542262 0.4908173057970978 1 1 1 1 1 1 1 1 1 1 1
60 420 -0.48097063181212646 -0.0011546089523930166 0.005656111134519597 0.5061684152046744 1 1 1 1 1 1 1 1 1 1 1
61 427 -0.48744802815655025 -0.0011185182861523672 0.00805519625884639 0.5318884230810178 1 1 1 1 1 1 1 1 1 1 1
62 434 -0.48818121675504034 -0.021113479096200982 0.010119675887384936 0.5278871172121589 1 1 1 1 1 1 1 1 1 1 1
63 441 -0.478312951751746 -0.004016637824646912 0.018610640690644414 0.5243759806047198 1 1 1 1 1 1 1 1 1 1 1
64 448 -0.49630095920143663 -0.004292508374952781 0.015159196043188087 0.5390135514814532 1 1 1 1 1 1 1 1 1 1 1
65 455 -0.5208349783227404 -0.01478508508536067 0.01866057355185522 0.544276664123395 1 1 1 1 1 1 1 1 1 1 1
66 462 -0.5459109332419734 -0.018929130672216125 0.0024644783763246984 0.5572235734466217 1 1 1 1 1 1 1 1 1 1 1
67 469 -0.5592062508296981 -0.009384669864265987 0.024897862785295655 0.5419499129088309 1 1 1 1 1 1 1 1 1 1 1
68 476 -0.5476822905185564 -0.0033592974609507656 0.023212764844128677 0.5516720133034144 1 1 1 1 1 1 1 1 1 1 1
69 483 -0.5558577169561907 -0.015305522947783517 0.007471777006737548 0.5592090209916919 1 1 1 1 1 1 1 1 1 1 1
70 490 -0.5511137372008811 -0.004830194571691283 0.03302066377638541 0.5858625696956646 1 1 1 1 1 1 1 1 1 1 1
71 497 -0.5512836674561907 -0.011302861480370114 0.030443577763356985 0.5904008708932393 1 1 1 1 1 1 1 1 1 1 1
72 504 -0.5714793145938958 -0.0005933069238603866 0.01225209932596373 0.6032589575296277 1 1 1 1 1 1 1 1 1 1 1
73 511 -0.5526031044968636 -0.0011961279760920288 0.009107946714207501 0.60309866472394 1 1 1 1 1 1 1 1 1 1 1
74 518 -0.5267292878232802 -0.03301002556057414 0.005794643866381309 0.589995651208443 1 1 1 1 1 1 1 1 1 1 1
75 525 -0.5373810329124344 -0.0036671406051391534 0.014644355050863532 0.5834637583951792 1 1 1 1 1 1 1 1 1 1 1
76 532 -0.5496780849056278 -0.015140033850632362 0.02621541731153767 0.5943870121427093 1 1 1 1 1 1 1 1 1 1 1
77 539 -0.5567810410034794 -0.014353220671941575 0.02798951401361197 0.5948441999814126 1 1 1 1 1 1 1 1 1 1 1
78 546 -0.5421485248691644 -0.007020738605441294 0.03478959723108783 0.593282161472585 1 1 1 1 1 1 1 1 1 1 1
79 553 -0.5338398747868176 -0.01511659790390648 0.0019508228871197644 0.6035547158442649 1 1 1 1 1 1 1 1 1 1 1
80 560 -0.5275552030781057 -0.00480084644265188 0.03191149169635454 0.6064756296531565 1 1 1 1 1 1 1 1 1 1 1
81 567 -0.5088512789232194 -0.015422605792633076 0.0072896351843586915 0.6128608770610277 1 1 1 1 1 1 1 1 1 1 1
82 574 -0.49889924608099767 -0.0025843699745982393 0.005610529066477172 0.6129898955447879 1 1 1 1 1 1 1 1 1 1 1
83 581 -0.49026210016721655 -0.004035936832177199 0.005464774803998814 0.6233517900331476 1 1 1 1 1 1 1 1 1 1 1
84 588 -0.4985982915328058 -0.008254873054512482 0.006219729293936336 0.6295219693322499 1 1 1 1 1 1 1 1 1 1 1
85 595 -0.5260206236401822 -0.015501425772581132 0.0031041127482392223 0.6244121558085842 1 1 1 1 1 1 1 1 1 1 1
86 602 -0.5217803294131564 -0.004967107688566287 0.00908146705049 0.6269771367671382 1 1 1 1 1 1 1 1 1 1 1
87 609 -0.541874380446786 -0.0035980688526671533 0.005735013471077829 0.6158267304463787 1 1 1 1 1 1 1 1 1 1 1
88 616 -0.5330515600366783 -0.01656028615687591 0.0014457086122053272 0.6166087993403414 1 1 1 1 1 1 1 1 1 1 1
89 623 -0.5392570681434857 -0.014304326880230263 0.012236337089670242 0.6140230748642221 1 1 1 1 1 1 1 1 1 1 1
90 630 -0.5479218621784772 -0.03239189915729191 0.03072327290566521 0.6123521564447864 1 1 1 1 1 1 1 1 1 1 1
91 637 -0.5647647730065324 -0.022715107880423198 0.036279459889232535 0.6340439999219378 1 1 1 1 1 1 1 1 1 1 1
92 644 -0.5795700220363623 -0.015756062864185544 0.04419394474835357 0.6537410204449907 1 1 1 1 1 1 1 1 1 1 1
93 651 -0.5837729058260283 -0.018801921196162037 0.034383409396367366 0.6583733555539585 1 1 1 1 1 1 1 1 1 1 1
94 658 -0.5970156866334352 -0.018790382161792272 0.02689085806184606 0.6626022301925162 1 1 1 1 1 1 1 1 1 1 1
95 665 -0.6019556754825489 -0.0053229935038357845 0.01994246983607629 0.6639733260052847 1 1 1 1 1 1 1 1 1 1 1
96 672 -0.6271149085607415 -0.02713871242226526 0.009817617047215368 0.6571562633102005 1 1 1 1 1 1 1 1 1 1 1
97 679 -0.6356597065301787 -0.014390253507371635 0.012331952574703495 0.6559811863676555 1 1 1 1 1 1 1 1 1 1 1
98 686 -0.6378831493279348 -0.0018642528539895258 0.003208487473844422 0.656665010185496 1 1 1 1 1 1 1 1 1 1 1
99 693 -0.6309011915925864 -0.006427824334667439 0.015390980784481497 0.6606086474715921 1 1 1 1 1 1 1 1 1 1 1
100 700 -0.6238605625509721 -0.010086922707149728 0.03029427286626136 0.6639282007120588 1 1 1 1 1 1 1 1 1 1 1
101 707 -0.6359491909418391 -0.008991138162008304 0.028223018422549886 0.6603951196653526 1 1 1 1 1 1 1 1 1 1 1
102 714 -0.6310367395434501 -0.022070462268565873 0.01415317271047245 0.6655740995795577 1 1 1 1 1 1 1 1 1 1 1
103 721 -0.636285047247198 -0.017110029293646196 0.014995169162675858 0.6732119016041094 1 1 1 1 1 1 1 1 1 1 1
104 728 -0.6461108698329252 -0.016606712472563515 0.03697165713262556 0.6774771430309801 1 1 1 1 1 1 1 1 1 1 1
105 735 -0.6513399739721879 -0.025915063606692726 0.04175597875691541 0.6874864582529819 1 1 1 1 1 1 1 1 1 1 1
106 742 -0.6489594665906219 -0.024825579397149408 0.0320152646316204 0.6916566157093181 1 1 1 1 1 1 1 1 1 1 1
107 749 -0.6280827974137737 -0.029416426864946537 0.022939414643982237 0.6970846164884754 1 1 1 1 1 1 1 1 1 1 1
108 756 -0.6283312663436523 -0.02037664800910044 0.018756552308593084 0.7064177523463506 1 1 1 1 1 1 1 1 1 1 1
109 763 -0.6099559836625993 -0.016018998825419458 0.018115121819416845 0.7070214021211012 1 1 1 1 1 1 1 1 1 1 1
110 770 -0.5998338159346459 -0.03178591504737457 0.01078534938716097 0.6947485009988176 1 1 1 1 1 1 1 1 1 1 1
111 777 -0.5912349954850027 -0.022449933211525754 0.008959036740572072 0.683318366870647 1 1 1 1 1 1 1 1 1 1 1
112 784 -0.5844138489030969 -0.007127561229479685 0.0016210953331650137 0.6817516976506723 1 1 1 1 1 1 1 1 1 1 1
113 791 -0.5845633075782946 -0.0011192509106632866 0.008512387544727506 0.6799749770295521 1 1 1 1 1 1 1 1 1 1 1
114 798 -0.5682789803301881 -0.010588550431787315 0.007970675930268699 0.6757761611089453 1 1 1 1 1 1 1 1 1 1 1
115 805 -0.5657938820765055 -0.004088979970814286 0.01098956028606601 0.6773425748757691 1 1 1 1 1 1 1 1 1 1 1
116 812 -0.5742550549739275 -0.002556201340035048 0.0018296475092912075 0.6843773010305393 1 1 1 1 1 1 1 1 1 1 1
117 819 -0.5693311793473946 -0.037148251939709345 0.0022029444813193295 0.6874850286959882 1 1 1 1 1 1 1 1 1 1 1
118 826 -0.5746326949959244 -0.011420901396251498 0.015278432013750884 0.6919158246169463 1 1 1 1 1 1 1 1 1 1 1
119 833 -0.5755259563407356 -0.022188644025189806 0.013230649314107841 0.7119444742177593 1 1 1 1 1 1 1 1 1 1 1
120 840 -0.5639394497117711 -0.009114569309307454 0.012739020666512932 0.7229977999459156 1 1 1 1 1 1 1 1 1 1 1
121 847 -0.5540635294171141 -0.04836869687869017 0.006979929632190757 0.7171088523328151 1 1 1 1 1 1 1 1 1 1 1
122 854 -0.5554536442534883 -0.04320870815817655 0.002449852932264274 0.7256314825178145 1 1 1 1 1 1 1 1 1 1 1
123 861 -0.5699271074947125 -0.02079868867946691 0.002901670457346194 0.7043156948851832 1 1 1 1 1 1 1 1 1 1 1
124 868 -0.5668929098646809 -0.01852601946838133 0.006113969789710378 0.6735247967698069 1 1 1 1 1 1 1 1 1 1 1
125 875 -0.5549469942172409 -0.004274061823472371 0.001405212596546738 0.6735718935158558 1 1 1 1 1 1 1 1 1 1 1
